Timestamp,Username,IP Address,Service Name,Operation,Resource,Operation Text,url,Privilege,Query ID,Session ID,Status
2019-11-21T19:07:26.000Z,imedrano,10.67.59.12,impala,QUERY,null:null,GET_TABLES,,,4a4b6c6a6f27d769:9a57177400000000,cf4779c13e8e6801:25f272d8ac6a4bb2,
2019-11-21T19:07:18.000Z,imedrano,10.67.59.12,impala,QUERY,null:null,GET_TABLES,,,ca424c5290a5de11:346fdbc800000000,cf4779c13e8e6801:25f272d8ac6a4bb2,
2019-11-21T19:07:10.000Z,imedrano,10.67.59.12,impala,QUERY,null:null,GET_TABLES,,,547476ae8d4bca2:48d50da00000000,cf4779c13e8e6801:25f272d8ac6a4bb2,
2019-11-21T19:01:05.000Z,,10.67.59.12,impala,QUERY,bddlcru:nrltdog0,SELECT * FROM BDDLCRU.NRLTDOG0 WHERE TRIM(DOG_NUM) = 'GAQ70396',,SELECT,a748e6f4d30da2f4:83c9dc3f00000000,3a465a34c0cd1ff3:f0d8a32dd6a99ebf,
2019-11-21T19:01:00.250Z,user_gmm,10.67.59.12,hive,QUERY,:,"select count(*) from 
(
select * from bddlapr.cnm_prima_emitida_poliza_endoso where cve_sistema_int ='CBZA' and anio_mes_contable  in ( 140001)
)A",,,,,
2019-11-21T19:01:00.250Z,user_gmm,10.67.59.12,hive,QUERY,bddlalm:alm_prima_emitida_poliza_endoso,"select count(*) from 
(
select * from bddlapr.cnm_prima_emitida_poliza_endoso where cve_sistema_int ='CBZA' and anio_mes_contable  in ( 140001)
)A",,,,,
2019-11-21T19:01:00.250Z,user_gmm,10.67.59.12,hive,QUERY,bddlapr:cnm_prima_emitida_poliza_endoso,"select count(*) from 
(
select * from bddlapr.cnm_prima_emitida_poliza_endoso where cve_sistema_int ='CBZA' and anio_mes_contable  in ( 140001)
)A",,,,,
2019-11-21T18:59:04.966Z,user_gmm,10.67.59.12,hive,QUERY,:,select * from bddlapr.cnm_prima_emitida_poliza_endoso where cve_sistema_int ='CBZA' and anio_mes_contable  in ( 140001),,,,,
2019-11-21T18:59:04.966Z,user_gmm,10.67.59.12,hive,QUERY,bddlalm:alm_prima_emitida_poliza_endoso,select * from bddlapr.cnm_prima_emitida_poliza_endoso where cve_sistema_int ='CBZA' and anio_mes_contable  in ( 140001),,,,,
2019-11-21T18:59:04.966Z,user_gmm,10.67.59.12,hive,QUERY,bddlapr:cnm_prima_emitida_poliza_endoso,select * from bddlapr.cnm_prima_emitida_poliza_endoso where cve_sistema_int ='CBZA' and anio_mes_contable  in ( 140001),,,,,
2019-11-21T18:57:31.000Z,,10.67.59.12,impala,QUERY,bddlint:lmp_nrltdog0,"SELECT          DOG0.RCL_NUM,DOG0.SLR_NUM_TMT         ,DGG0.SLR_NUM_FOL          ,DOG0.DOG_FOL,DOG0.LTD_NUM,DOG0.LTD_ANU,DOG0.RFC_PEE,DOG0.HOS_RFC,DOG0.MED_RFC         ,DOG0.MON_CVE,DOG0.DOG_NUM,DOG0.DOG_FEC_EXD         ,DOG0.DOG_IMP         ,DOG0.DOG_ESS,DOG0.DOG_IMP_NOO_CBT,DOG0.DOG_IMP_TOT,DOG0.DOG_FEC_INI_CMP,DOG0.DOG_FEC_FIN_CMP,DOG0.MTV_CVE         ,DGG0.DGG_IMP         ,DGG0.DGG_ISR         ,DGG0.DGG_IMP_IVA,DGG0.DGG_IMP_RIM,DGG0.DGG_IMP_DED,DGG0.DGG_IMP_COA,DGG0.DGG_IMP_IVA_DED,DGG0.DGG_IMP_IVA_COA         ,DGG0.DGG_IMP_DED_SIP,DGG0.DGG_IMP_COA_SIP,DGG0.DGG_COA_HON_MDC,DGG0.DGG_IMP_GAS,DGG0.DGG_DCT,DGG0.DGG_IMP_RCL         ,DGG0.DGG_IMP_COA_HOS,DGG0.DGG_COA_ADI,DGG0.DGG_IVA_COA_HOS,DGG0.DGG_ESS,DGG0.GAS_CVE         FROM BDDLINT.LMP_NRLTDOG0 DOG0         INNER JOIN BDDLINT.LMP_NRLTDGG0 DGG0          ON DOG0.LTD_ANU = DGG0.LTD_ANU         AND DOG0.LTD_NUM = DGG0.LTD_NUM         AND DOG0.DOG_FOL = DGG0.DOG_FOL         AND DGG0.DGG_CVE = 1 where TRIM(DOG0.RCL_NUM) = '2019-08C06095' and TRIM(dog_num) = 'GAQ70396'  ",,SELECT,2e420b4d84104934:9ec582200000000,3a465a34c0cd1ff3:f0d8a32dd6a99ebf,
2019-11-21T18:57:31.000Z,,10.67.59.12,impala,QUERY,bddlint:lmp_nrltdgg0,"SELECT          DOG0.RCL_NUM,DOG0.SLR_NUM_TMT         ,DGG0.SLR_NUM_FOL          ,DOG0.DOG_FOL,DOG0.LTD_NUM,DOG0.LTD_ANU,DOG0.RFC_PEE,DOG0.HOS_RFC,DOG0.MED_RFC         ,DOG0.MON_CVE,DOG0.DOG_NUM,DOG0.DOG_FEC_EXD         ,DOG0.DOG_IMP         ,DOG0.DOG_ESS,DOG0.DOG_IMP_NOO_CBT,DOG0.DOG_IMP_TOT,DOG0.DOG_FEC_INI_CMP,DOG0.DOG_FEC_FIN_CMP,DOG0.MTV_CVE         ,DGG0.DGG_IMP         ,DGG0.DGG_ISR         ,DGG0.DGG_IMP_IVA,DGG0.DGG_IMP_RIM,DGG0.DGG_IMP_DED,DGG0.DGG_IMP_COA,DGG0.DGG_IMP_IVA_DED,DGG0.DGG_IMP_IVA_COA         ,DGG0.DGG_IMP_DED_SIP,DGG0.DGG_IMP_COA_SIP,DGG0.DGG_COA_HON_MDC,DGG0.DGG_IMP_GAS,DGG0.DGG_DCT,DGG0.DGG_IMP_RCL         ,DGG0.DGG_IMP_COA_HOS,DGG0.DGG_COA_ADI,DGG0.DGG_IVA_COA_HOS,DGG0.DGG_ESS,DGG0.GAS_CVE         FROM BDDLINT.LMP_NRLTDOG0 DOG0         INNER JOIN BDDLINT.LMP_NRLTDGG0 DGG0          ON DOG0.LTD_ANU = DGG0.LTD_ANU         AND DOG0.LTD_NUM = DGG0.LTD_NUM         AND DOG0.DOG_FOL = DGG0.DOG_FOL         AND DGG0.DGG_CVE = 1 where TRIM(DOG0.RCL_NUM) = '2019-08C06095' and TRIM(dog_num) = 'GAQ70396'  ",,SELECT,2e420b4d84104934:9ec582200000000,3a465a34c0cd1ff3:f0d8a32dd6a99ebf,
2019-11-21T18:57:20.420Z,user_gmm,10.67.59.12,hive,QUERY,:,"select distinct  fch_contable, anio_mes_contable from 
(
select * from bddlapr.cnm_prima_emitida_poliza_endoso where cve_sistema_int ='CBZA' and anio_mes_contable  in ( 140001)
)A",,,,,
2019-11-21T18:57:20.420Z,user_gmm,10.67.59.12,hive,QUERY,bddlalm:alm_prima_emitida_poliza_endoso,"select distinct  fch_contable, anio_mes_contable from 
(
select * from bddlapr.cnm_prima_emitida_poliza_endoso where cve_sistema_int ='CBZA' and anio_mes_contable  in ( 140001)
)A",,,,,
2019-11-21T18:57:20.420Z,user_gmm,10.67.59.12,hive,QUERY,bddlapr:cnm_prima_emitida_poliza_endoso,"select distinct  fch_contable, anio_mes_contable from 
(
select * from bddlapr.cnm_prima_emitida_poliza_endoso where cve_sistema_int ='CBZA' and anio_mes_contable  in ( 140001)
)A",,,,,
2019-11-21T18:55:40.000Z,,10.67.59.12,impala,QUERY,bddlcru:nrltdog0,"SELECT          DOG0.RCL_NUM,DOG0.SLR_NUM_TMT         ,DGG0.SLR_NUM_FOL          ,DOG0.DOG_FOL,DOG0.LTD_NUM,DOG0.LTD_ANU,DOG0.RFC_PEE,DOG0.HOS_RFC,DOG0.MED_RFC         ,DOG0.MON_CVE,DOG0.DOG_NUM,DOG0.DOG_FEC_EXD         ,DOG0.DOG_IMP         ,DOG0.DOG_ESS,DOG0.DOG_IMP_NOO_CBT,DOG0.DOG_IMP_TOT,DOG0.DOG_FEC_INI_CMP,DOG0.DOG_FEC_FIN_CMP,DOG0.MTV_CVE         ,DGG0.DGG_IMP         ,DGG0.DGG_ISR         ,DGG0.DGG_IMP_IVA,DGG0.DGG_IMP_RIM,DGG0.DGG_IMP_DED,DGG0.DGG_IMP_COA,DGG0.DGG_IMP_IVA_DED,DGG0.DGG_IMP_IVA_COA         ,DGG0.DGG_IMP_DED_SIP,DGG0.DGG_IMP_COA_SIP,DGG0.DGG_COA_HON_MDC,DGG0.DGG_IMP_GAS,DGG0.DGG_DCT,DGG0.DGG_IMP_RCL         ,DGG0.DGG_IMP_COA_HOS,DGG0.DGG_COA_ADI,DGG0.DGG_IVA_COA_HOS,DGG0.DGG_ESS,DGG0.GAS_CVE         FROM BDDLCRU.NRLTDOG0 DOG0         INNER JOIN BDDLCRU.NRLTDGG0 DGG0          ON DOG0.LTD_ANU = DGG0.LTD_ANU         AND DOG0.LTD_NUM = DGG0.LTD_NUM         AND DOG0.DOG_FOL = DGG0.DOG_FOL         AND DGG0.DGG_CVE = 1 where DOG0.RCL_NUM = '2019-08C06095' and dog_num = 'GAQ70396'  ",,SELECT,a44750e6668f91f1:c51ac4ff00000000,3a465a34c0cd1ff3:f0d8a32dd6a99ebf,
2019-11-21T18:55:40.000Z,,10.67.59.12,impala,QUERY,bddlcru:nrltdgg0,"SELECT          DOG0.RCL_NUM,DOG0.SLR_NUM_TMT         ,DGG0.SLR_NUM_FOL          ,DOG0.DOG_FOL,DOG0.LTD_NUM,DOG0.LTD_ANU,DOG0.RFC_PEE,DOG0.HOS_RFC,DOG0.MED_RFC         ,DOG0.MON_CVE,DOG0.DOG_NUM,DOG0.DOG_FEC_EXD         ,DOG0.DOG_IMP         ,DOG0.DOG_ESS,DOG0.DOG_IMP_NOO_CBT,DOG0.DOG_IMP_TOT,DOG0.DOG_FEC_INI_CMP,DOG0.DOG_FEC_FIN_CMP,DOG0.MTV_CVE         ,DGG0.DGG_IMP         ,DGG0.DGG_ISR         ,DGG0.DGG_IMP_IVA,DGG0.DGG_IMP_RIM,DGG0.DGG_IMP_DED,DGG0.DGG_IMP_COA,DGG0.DGG_IMP_IVA_DED,DGG0.DGG_IMP_IVA_COA         ,DGG0.DGG_IMP_DED_SIP,DGG0.DGG_IMP_COA_SIP,DGG0.DGG_COA_HON_MDC,DGG0.DGG_IMP_GAS,DGG0.DGG_DCT,DGG0.DGG_IMP_RCL         ,DGG0.DGG_IMP_COA_HOS,DGG0.DGG_COA_ADI,DGG0.DGG_IVA_COA_HOS,DGG0.DGG_ESS,DGG0.GAS_CVE         FROM BDDLCRU.NRLTDOG0 DOG0         INNER JOIN BDDLCRU.NRLTDGG0 DGG0          ON DOG0.LTD_ANU = DGG0.LTD_ANU         AND DOG0.LTD_NUM = DGG0.LTD_NUM         AND DOG0.DOG_FOL = DGG0.DOG_FOL         AND DGG0.DGG_CVE = 1 where DOG0.RCL_NUM = '2019-08C06095' and dog_num = 'GAQ70396'  ",,SELECT,a44750e6668f91f1:c51ac4ff00000000,3a465a34c0cd1ff3:f0d8a32dd6a99ebf,
2019-11-21T18:52:45.000Z,,10.67.59.12,impala,QUERY,bddlcru:nrltdog0,"SELECT          DOG0.RCL_NUM,DOG0.SLR_NUM_TMT         ,DGG0.SLR_NUM_FOL          ,DOG0.DOG_FOL,DOG0.LTD_NUM,DOG0.LTD_ANU,DOG0.RFC_PEE,DOG0.HOS_RFC,DOG0.MED_RFC         ,DOG0.MON_CVE,DOG0.DOG_NUM,DOG0.DOG_FEC_EXD         ,DOG0.DOG_IMP         ,DOG0.DOG_ESS,DOG0.DOG_IMP_NOO_CBT,DOG0.DOG_IMP_TOT,DOG0.DOG_FEC_INI_CMP,DOG0.DOG_FEC_FIN_CMP,DOG0.MTV_CVE         ,DGG0.DGG_IMP         ,DGG0.DGG_ISR         ,DGG0.DGG_IMP_IVA,DGG0.DGG_IMP_RIM,DGG0.DGG_IMP_DED,DGG0.DGG_IMP_COA,DGG0.DGG_IMP_IVA_DED,DGG0.DGG_IMP_IVA_COA         ,DGG0.DGG_IMP_DED_SIP,DGG0.DGG_IMP_COA_SIP,DGG0.DGG_COA_HON_MDC,DGG0.DGG_IMP_GAS,DGG0.DGG_DCT,DGG0.DGG_IMP_RCL         ,DGG0.DGG_IMP_COA_HOS,DGG0.DGG_COA_ADI,DGG0.DGG_IVA_COA_HOS,DGG0.DGG_ESS,DGG0.GAS_CVE         FROM BDDLCRU.NRLTDOG0 DOG0         INNER JOIN BDDLCRU.NRLTDGG0 DGG0          ON DOG0.LTD_ANU = DGG0.LTD_ANU         AND DOG0.LTD_NUM = DGG0.LTD_NUM         AND DOG0.DOG_FOL = DGG0.DOG_FOL         AND DGG0.DGG_CVE = 1 where DOG0.RCL_NUM = '2019-08C06095'  ",,SELECT,1f412a31f5e9d931:2cec8e6d00000000,3a465a34c0cd1ff3:f0d8a32dd6a99ebf,
2019-11-21T18:52:45.000Z,,10.67.59.12,impala,QUERY,bddlcru:nrltdgg0,"SELECT          DOG0.RCL_NUM,DOG0.SLR_NUM_TMT         ,DGG0.SLR_NUM_FOL          ,DOG0.DOG_FOL,DOG0.LTD_NUM,DOG0.LTD_ANU,DOG0.RFC_PEE,DOG0.HOS_RFC,DOG0.MED_RFC         ,DOG0.MON_CVE,DOG0.DOG_NUM,DOG0.DOG_FEC_EXD         ,DOG0.DOG_IMP         ,DOG0.DOG_ESS,DOG0.DOG_IMP_NOO_CBT,DOG0.DOG_IMP_TOT,DOG0.DOG_FEC_INI_CMP,DOG0.DOG_FEC_FIN_CMP,DOG0.MTV_CVE         ,DGG0.DGG_IMP         ,DGG0.DGG_ISR         ,DGG0.DGG_IMP_IVA,DGG0.DGG_IMP_RIM,DGG0.DGG_IMP_DED,DGG0.DGG_IMP_COA,DGG0.DGG_IMP_IVA_DED,DGG0.DGG_IMP_IVA_COA         ,DGG0.DGG_IMP_DED_SIP,DGG0.DGG_IMP_COA_SIP,DGG0.DGG_COA_HON_MDC,DGG0.DGG_IMP_GAS,DGG0.DGG_DCT,DGG0.DGG_IMP_RCL         ,DGG0.DGG_IMP_COA_HOS,DGG0.DGG_COA_ADI,DGG0.DGG_IVA_COA_HOS,DGG0.DGG_ESS,DGG0.GAS_CVE         FROM BDDLCRU.NRLTDOG0 DOG0         INNER JOIN BDDLCRU.NRLTDGG0 DGG0          ON DOG0.LTD_ANU = DGG0.LTD_ANU         AND DOG0.LTD_NUM = DGG0.LTD_NUM         AND DOG0.DOG_FOL = DGG0.DOG_FOL         AND DGG0.DGG_CVE = 1 where DOG0.RCL_NUM = '2019-08C06095'  ",,SELECT,1f412a31f5e9d931:2cec8e6d00000000,3a465a34c0cd1ff3:f0d8a32dd6a99ebf,
2019-11-21T18:51:04.000Z,,10.67.59.12,impala,QUERY,bddlapr:cnm_solicitud,SELECT * FROM BDDLAPR.CNM_SOLICITUD WHERE ID_SOLICITUD = '06PC0056694',,SELECT,ab4e7f972c23d0b8:9ebf3f9c00000000,7f4fa4d9217e413a:2a70432fd58e9eb3,
2019-11-21T18:51:04.000Z,,10.67.59.12,impala,QUERY,bddlalm:alm_solicitud,SELECT * FROM BDDLAPR.CNM_SOLICITUD WHERE ID_SOLICITUD = '06PC0056694',,SELECT,ab4e7f972c23d0b8:9ebf3f9c00000000,7f4fa4d9217e413a:2a70432fd58e9eb3,
2019-11-21T18:49:36.000Z,,10.67.30.13,impala,QUERY,bddlorg:cdn_producto_personalizado,select * from bddlorg.cdn_producto_personalizado limit 60,,SELECT,7420f17176be15f:f9987f7200000000,bb42885b6b2e360f:4ea56fdc01fe18a4,
2019-11-21T18:49:25.000Z,,10.67.30.13,impala,QUERY,null:null,GET_TABLES,,,6948831630b6f187:434d42f900000000,a4728624dadb84d:66a33e856ee13a85,
2019-11-21T18:49:25.000Z,,10.67.30.13,impala,QUERY,bddlorg:cdn_producto_personalizado,"SELECT `cdn_producto_personalizado`.`id_producto_personalizado`, `cdn_producto_personalizado`.`producto_personalizado` as `desc_producto_personalizado` FROM `bddlorg`.`cdn_producto_personalizado` WHERE (UPPER(trim(`cdn_producto_personalizado`.`producto_personalizado`)) = 'PRS0000276')",,SELECT,774ef847e415b291:c47299a700000000,bb42885b6b2e360f:4ea56fdc01fe18a4,
2019-11-21T18:48:26.000Z,,10.67.30.13,impala,QUERY,bddlorg:sca_tdominio_combinacion_paquete_sqp,"SELECT `SCA_TDOMINIO_COMBINACION_PAQUETE_sqp`.`version_paquete`, `SCA_TDOMINIO_COMBINACION_PAQUETE_sqp`.`id_paquete`, `SCA_TDOMINIO_COMBINACION_PAQUETE_sqp`.`id_dominio`, `SCA_TDOMINIO_COMBINACION_PAQUETE_sqp`.`id_detalle_dominio`, `SCA_TDOMINIO_COMBINACION_PAQUETE_sqp`.`version_detalle_dominio`, `SCA_TDOMINIO_COMBINACION_PAQUETE_sqp`.`id_combinacion`, `SCA_TDOMINIO_COMBINACION_PAQUETE_sqp`.`ban_es_paquete_preferente`, `SCA_TDOMINIO_COMBINACION_PAQUETE_sqp`.`producto_personalizado`, `SCA_TDOMINIO_COMBINACION_PAQUETE_sqp`.`sistema`, `SCA_TDOMINIO_COMBINACION_PAQUETE_sqp`.`fch_transformacion_var_tarif`, `SCA_TDOMINIO_COMBINACION_PAQUETE_sqp`.`cve_transformacion_var_tarif`, `SCA_TDOMINIO_COMBINACION_PAQUETE_sqp`.`fch_tarifa`, `SCA_TDOMINIO_COMBINACION_PAQUETE_sqp`.`cve_tarifa`, `SCA_TDOMINIO_COMBINACION_PAQUETE_sqp`.`ts_alta_audit`, `SCA_TDOMINIO_COMBINACION_PAQUETE_sqp`.`ts_actualiza_audit`, `SCA_TDOMINIO_COMBINACION_PAQUETE_sqp`.`usuario_audit`, `SCA_TDOMINIO_COMBINACION_PAQUETE_sqp`.`ban_ultima_version_tarifa`, `SCA_TDOMINIO_COMBINACION_PAQUETE_sqp`.`producto_personalizado_nombre` FROM `bddlorg`.`SCA_TDOMINIO_COMBINACION_PAQUETE_sqp` WHERE (UPPER(trim(`SCA_TDOMINIO_COMBINACION_PAQUETE_sqp`.`producto_personalizado`)) = 'PRS0000276')",,SELECT,b45c76980639243:9356c18700000000,bb42885b6b2e360f:4ea56fdc01fe18a4,
2019-11-21T18:47:30.000Z,,10.67.59.12,impala,QUERY,bddlcru:nrltdog0,"SELECT          DOG0.RCL_NUM,DOG0.SLR_NUM_TMT         ,DGG0.SLR_NUM_FOL          ,DOG0.DOG_FOL,DOG0.LTD_NUM,DOG0.LTD_ANU,DOG0.RFC_PEE,DOG0.HOS_RFC,DOG0.MED_RFC         ,DOG0.MON_CVE,DOG0.DOG_NUM,DOG0.DOG_FEC_EXD         ,DOG0.DOG_IMP         ,DOG0.DOG_ESS,DOG0.DOG_IMP_NOO_CBT,DOG0.DOG_IMP_TOT,DOG0.DOG_FEC_INI_CMP,DOG0.DOG_FEC_FIN_CMP,DOG0.MTV_CVE         ,DGG0.DGG_IMP         ,DGG0.DGG_ISR         ,DGG0.DGG_IMP_IVA,DGG0.DGG_IMP_RIM,DGG0.DGG_IMP_DED,DGG0.DGG_IMP_COA,DGG0.DGG_IMP_IVA_DED,DGG0.DGG_IMP_IVA_COA         ,DGG0.DGG_IMP_DED_SIP,DGG0.DGG_IMP_COA_SIP,DGG0.DGG_COA_HON_MDC,DGG0.DGG_IMP_GAS,DGG0.DGG_DCT,DGG0.DGG_IMP_RCL         ,DGG0.DGG_IMP_COA_HOS,DGG0.DGG_COA_ADI,DGG0.DGG_IVA_COA_HOS,DGG0.DGG_ESS,DGG0.GAS_CVE         FROM BDDLCRU.NRLTDOG0 DOG0         INNER JOIN BDDLCRU.NRLTDGG0 DGG0          ON DOG0.LTD_ANU = DGG0.LTD_ANU         AND DOG0.LTD_NUM = DGG0.LTD_NUM         AND DOG0.DOG_FOL = DGG0.DOG_FOL         AND DGG0.DGG_CVE = 1 where DOG0.LTD_ANU = 'PC06' and DOG0.LTD_NUM = 56694  ",,SELECT,f24e56d6fdb39f07:35c2a47d00000000,444eab52b21eb2fb:b138ad0e78dd339c,
2019-11-21T18:47:30.000Z,,10.67.59.12,impala,QUERY,bddlcru:nrltdgg0,"SELECT          DOG0.RCL_NUM,DOG0.SLR_NUM_TMT         ,DGG0.SLR_NUM_FOL          ,DOG0.DOG_FOL,DOG0.LTD_NUM,DOG0.LTD_ANU,DOG0.RFC_PEE,DOG0.HOS_RFC,DOG0.MED_RFC         ,DOG0.MON_CVE,DOG0.DOG_NUM,DOG0.DOG_FEC_EXD         ,DOG0.DOG_IMP         ,DOG0.DOG_ESS,DOG0.DOG_IMP_NOO_CBT,DOG0.DOG_IMP_TOT,DOG0.DOG_FEC_INI_CMP,DOG0.DOG_FEC_FIN_CMP,DOG0.MTV_CVE         ,DGG0.DGG_IMP         ,DGG0.DGG_ISR         ,DGG0.DGG_IMP_IVA,DGG0.DGG_IMP_RIM,DGG0.DGG_IMP_DED,DGG0.DGG_IMP_COA,DGG0.DGG_IMP_IVA_DED,DGG0.DGG_IMP_IVA_COA         ,DGG0.DGG_IMP_DED_SIP,DGG0.DGG_IMP_COA_SIP,DGG0.DGG_COA_HON_MDC,DGG0.DGG_IMP_GAS,DGG0.DGG_DCT,DGG0.DGG_IMP_RCL         ,DGG0.DGG_IMP_COA_HOS,DGG0.DGG_COA_ADI,DGG0.DGG_IVA_COA_HOS,DGG0.DGG_ESS,DGG0.GAS_CVE         FROM BDDLCRU.NRLTDOG0 DOG0         INNER JOIN BDDLCRU.NRLTDGG0 DGG0          ON DOG0.LTD_ANU = DGG0.LTD_ANU         AND DOG0.LTD_NUM = DGG0.LTD_NUM         AND DOG0.DOG_FOL = DGG0.DOG_FOL         AND DGG0.DGG_CVE = 1 where DOG0.LTD_ANU = 'PC06' and DOG0.LTD_NUM = 56694  ",,SELECT,f24e56d6fdb39f07:35c2a47d00000000,444eab52b21eb2fb:b138ad0e78dd339c,
2019-11-21T18:47:03.000Z,vperezhe,10.67.59.12,impala,QUERY,bddldes:m_crm_sin_poliza_p," SELECT COUNT(*), 1 FROM crm_tablero_perfil --57,961,340 UNION ALL ( SELECT COUNT(*), 2 FROM crm_01_tablero_perfil) --60,794,610 UNION ALL ( SELECT COUNT(DISTINCT num_poliza), 3 FROM crm_tablero_perfil) --3,116,214 UNION ALL ( SELECT COUNT(DISTINCT num_poliza), 4  FROM crm_01_tablero_perfil)  --3,116,214 UNION ALL ( SELECT COUNT(DISTINCT id_participante_consolidado), 5 FROM crm_tablero_perfil) --5,074,191 UNION ALL ( SELECT COUNT(DISTINCT id_participante_consolidado), 6 FROM crm_01_tablero_perfil) --5,074,191 UNION ALL ( SELECT COUNT(*), 7  FROM  m_crm_sin_poliza_p)--34,473,026 UNION ALL ( SELECT COUNT(*), 8 FROM m_crm_sin_persona_fis_mor) --52,550,117",,SELECT,71412ef760809974:74f5541800000000,9d4767a159bbf103:e2ede4d5d961e5ac,
2019-11-21T18:47:03.000Z,vperezhe,10.67.59.12,impala,QUERY,bddldes:m_crm_sin_persona_fis_mor," SELECT COUNT(*), 1 FROM crm_tablero_perfil --57,961,340 UNION ALL ( SELECT COUNT(*), 2 FROM crm_01_tablero_perfil) --60,794,610 UNION ALL ( SELECT COUNT(DISTINCT num_poliza), 3 FROM crm_tablero_perfil) --3,116,214 UNION ALL ( SELECT COUNT(DISTINCT num_poliza), 4  FROM crm_01_tablero_perfil)  --3,116,214 UNION ALL ( SELECT COUNT(DISTINCT id_participante_consolidado), 5 FROM crm_tablero_perfil) --5,074,191 UNION ALL ( SELECT COUNT(DISTINCT id_participante_consolidado), 6 FROM crm_01_tablero_perfil) --5,074,191 UNION ALL ( SELECT COUNT(*), 7  FROM  m_crm_sin_poliza_p)--34,473,026 UNION ALL ( SELECT COUNT(*), 8 FROM m_crm_sin_persona_fis_mor) --52,550,117",,SELECT,71412ef760809974:74f5541800000000,9d4767a159bbf103:e2ede4d5d961e5ac,
